Source,Type,Target
Mac Miller,Undirected,Chief Keef
Mac Miller,Undirected,Earl Sweatshirt
Mac Miller,Undirected,Rick Ross
Mac Miller,Undirected,Vince Staples
Mac Miller,Undirected,Earl Sweatshirt
Mac Miller,Undirected,Future
Mac Miller,Undirected,Earl Sweatshirt
Mac Miller,Undirected,Ab-Soul
Mac Miller,Undirected,Action Bronson
Kevin Gates,Undirected,Rich Homie Quan
Kevin Gates,Undirected,2 Chainz
Kevin Gates,Undirected,Juicy J
Kevin Gates,Undirected,Wiz Khalifa
Kevin Gates,Undirected,Gucci Mane
Kevin Gates,Undirected,Gucci Mane
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Iamsu!
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,G Herbo
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Trey Songz
Ty Dolla $ign,Undirected,French Montana
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,August Alsina
Ty Dolla $ign,Undirected,Lil Wayne
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Kendrick Lamar
Ty Dolla $ign,Undirected,Trey Songz
Ty Dolla $ign,Undirected,Kanye West
Ty Dolla $ign,Undirected,Diddy
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Fetty Wap
Ty Dolla $ign,Undirected,Future
Ty Dolla $ign,Undirected,Joe Moses
Ty Dolla $ign,Undirected,YG
Ty Dolla $ign,Undirected,Rich Homie Quan
Ty Dolla $ign,Undirected,Juicy J
Ty Dolla $ign,Undirected,Rick Ross
Ty Dolla $ign,Undirected,Dom Kennedy
Ty Dolla $ign,Undirected,Yo Gotti
Ty Dolla $ign,Undirected,French Montana
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Fabolous
Ty Dolla $ign,Undirected,YG
Ty Dolla $ign,Undirected,T.I.
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Joe Moses
Ty Dolla $ign,Undirected,Kendrick Lamar
Ty Dolla $ign,Undirected,Wiz Khalifa
Ty Dolla $ign,Undirected,Fetty Wap
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,Future
DJ Khaled,Undirected,Rick Ross
DJ Khaled,Undirected,Meek Mill
DJ Khaled,Undirected,T.I.
DJ Khaled,Undirected,Diddy
DJ Khaled,Undirected,Big Sean
DJ Khaled,Undirected,Rick Ross
DJ Khaled,Undirected,French Montana
DJ Khaled,Undirected,2 Chainz
DJ Khaled,Undirected,Meek Mill
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,Future
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,Lil Wayne
DJ Khaled,Undirected,Chris Brown
DJ Khaled,Undirected,Wale
DJ Khaled,Undirected,Wiz Khalifa
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,Nicki Minaj
DJ Khaled,Undirected,Future
DJ Khaled,Undirected,Rick Ross
DJ Khaled,Undirected,Drake
DJ Khaled,Undirected,Rick Ross
DJ Khaled,Undirected,Lil Wayne
DJ Khaled,Undirected,Nicki Minaj
DJ Khaled,Undirected,J. Cole
DJ Khaled,Undirected,Jadakiss
DJ Khaled,Undirected,Meek Mill
DJ Khaled,Undirected,Meek Mill
DJ Khaled,Undirected,Meek Mill
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,Lil Wayne
DJ Khaled,Undirected,T.I.
DJ Khaled,Undirected,Future
DJ Khaled,Undirected,Kanye West
DJ Khaled,Undirected,Rick Ross
DJ Khaled,Undirected,Chris Brown
DJ Khaled,Undirected,Rick Ross
DJ Khaled,Undirected,Nicki Minaj
DJ Khaled,Undirected,Lil Wayne
DJ Khaled,Undirected,J. Cole
DJ Khaled,Undirected,Big K.R.I.T.
DJ Khaled,Undirected,Kendrick Lamar
DJ Khaled,Undirected,Big Sean
DJ Khaled,Undirected,Wiz Khalifa
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,T-Pain
DJ Khaled,Undirected,Rick Ross
DJ Khaled,Undirected,French Montana
DJ Khaled,Undirected,Jadakiss
DJ Khaled,Undirected,Meek Mill
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,2 Chainz
DJ Khaled,Undirected,Wale
DJ Khaled,Undirected,Tyga
DJ Khaled,Undirected,Kirko Bangz
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,Drake
DJ Khaled,Undirected,Rick Ross
DJ Khaled,Undirected,Lil Wayne
DJ Khaled,Undirected,Rick Ross
DJ Khaled,Undirected,Lil Wayne
DJ Khaled,Undirected,T-Pain
DJ Khaled,Undirected,Jeezy
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,Fabolous
DJ Khaled,Undirected,Jadakiss
DJ Khaled,Undirected,Chris Brown
DJ Khaled,Undirected,The Game
DJ Khaled,Undirected,T-Pain
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,Wale
DJ Khaled,Undirected,Meek Mill
DJ Khaled,Undirected,Big Sean
DJ Khaled,Undirected,Tyga
DJ Khaled,Undirected,T-Pain
DJ Khaled,Undirected,Ace Hood
DJ Khaled,Undirected,Fat Joe
DJ Khaled,Undirected,Jadakiss
DJ Khaled,Undirected,The Game
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,2 Chainz
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Meek Mill
Waka Flocka,Undirected,Drake
Waka Flocka,Undirected,Trey Songz
Waka Flocka,Undirected,Tyga
Waka Flocka,Undirected,Nicki Minaj
Waka Flocka,Undirected,French Montana
Waka Flocka,Undirected,Joe Moses
Waka Flocka,Undirected,Wale
Waka Flocka,Undirected,Uncle Murda
Waka Flocka,Undirected,Joe Moses
Waka Flocka,Undirected,Gucci Mane
Waka Flocka,Undirected,Yo Gotti
Waka Flocka,Undirected,Gucci Mane
Joey Bada$$,Undirected,Eminem
Joey Bada$$,Undirected,Nicki Minaj
Joey Bada$$,Undirected,Big Sean
Joey Bada$$,Undirected,Pusha T
Joey Bada$$,Undirected,Kanye West
Joey Bada$$,Undirected,Chris Brown
Joey Bada$$,Undirected,Ace Hood
Joey Bada$$,Undirected,Tyga
Joey Bada$$,Undirected,Big K.R.I.T.
Joey Bada$$,Undirected,Kendrick Lamar
Joey Bada$$,Undirected,"Royce Da 5'9"""
Joey Bada$$,Undirected,Eminem
Joey Bada$$,Undirected,Childish Gambino
Joey Bada$$,Undirected,Hopsin
Joey Bada$$,Undirected,Mac Miller
Joey Bada$$,Undirected,T.I.
Joey Bada$$,Undirected,Iggy Azalea
Joey Bada$$,Undirected,Ab-Soul
Joey Bada$$,Undirected,Kevin Gates
Joey Bada$$,Undirected,Juicy J
Joey Bada$$,Undirected,Wiz Khalifa
Joey Bada$$,Undirected,Berner
Joey Bada$$,Undirected,Vince Staples
Joey Bada$$,Undirected,Styles P
Trinidad James,Undirected,Travi$ Scott
Trinidad James,Undirected,Rich Homie Quan
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Young Scooter
Trinidad James,Undirected,Childish Gambino
Trinidad James,Undirected,T.I.
Trinidad James,Undirected,Jeezy
Trinidad James,Undirected,2 Chainz
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Chief Keef
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Young Thug
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Young Scooter
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Young Dolph
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Chief Keef
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Rich Homie Quan
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Gucci Mane
Trinidad James,Undirected,Fat Trel
Trinidad James,Undirected,Lil Durk
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Young Dolph
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Wale
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Future
Young Scooter,Undirected,Future
Young Scooter,Undirected,Kid Ink
Young Scooter,Undirected,Future
Young Scooter,Undirected,Future
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Jadakiss
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Young Thug
Young Scooter,Undirected,Boosie Badazz
Young Scooter,Undirected,Young Thug
Young Scooter,Undirected,Boosie Badazz
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Juicy J
Young Scooter,Undirected,Wiz Khalifa
Young Scooter,Undirected,French Montana
Young Scooter,Undirected,T.I.
Young Scooter,Undirected,2 Chainz
Young Scooter,Undirected,Young Dolph
Young Scooter,Undirected,Lil Wayne
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Fetty Wap
Young Scooter,Undirected,Jadakiss
Young Scooter,Undirected,Wiz Khalifa
Young Scooter,Undirected,August Alsina
Young Scooter,Undirected,Rick Ross
Young Scooter,Undirected,Iamsu!
Young Scooter,Undirected,Young Dolph
Young Scooter,Undirected,Jim Jones
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Trinidad James
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Chief Keef
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Young Thug
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Young Dolph
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Chief Keef
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Rich Homie Quan
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Gucci Mane
Young Scooter,Undirected,Rich Homie Quan
Future,Undirected,The Weeknd
Future,Undirected,Young Scooter
Future,Undirected,French Montana
Future,Undirected,Young Scooter
Future,Undirected,Lil Wayne
Future,Undirected,Kendrick Lamar
Future,Undirected,Young Scooter
Future,Undirected,Pusha T
Future,Undirected,Wiz Khalifa
Future,Undirected,Kanye West
Future,Undirected,Drake
Future,Undirected,Young Scooter
Future,Undirected,Young Scooter
Future,Undirected,Lil Wayne
Future,Undirected,Rick Ross
Future,Undirected,French Montana
Future,Undirected,T.I.
Future,Undirected,Wiz Khalifa
Future,Undirected,2 Chainz
Future,Undirected,Soulja Boy
Future,Undirected,Fat Joe
Future,Undirected,Lil Wayne
Future,Undirected,Trey Songz
Future,Undirected,Young Dolph
Future,Undirected,Gucci Mane
Future,Undirected,Mac Miller
Future,Undirected,Drake
Future,Undirected,Young Scooter
Future,Undirected,Juicy J
Future,Undirected,French Montana
Future,Undirected,Jeezy
Future,Undirected,Yo Gotti
Future,Undirected,2 Chainz
Future,Undirected,Yo Gotti
Future,Undirected,Jim Jones
Future,Undirected,Pusha T
Future,Undirected,Diddy
Future,Undirected,Drake
Future,Undirected,T.I.
Future,Undirected,Snoop Dogg
Future,Undirected,Juicy J
Future,Undirected,T.I.
Future,Undirected,Juicy J
Future,Undirected,Drake
Future,Undirected,Snoop Dogg
Future,Undirected,Uncle Murda
Fat Joe,Undirected,Lil Wayne
Fat Joe,Undirected,Rick Ross
Fat Joe,Undirected,Lil Wayne
Fat Joe,Undirected,The Game
Fat Joe,Undirected,Lil Wayne
Fat Joe,Undirected,Eminem
Fat Joe,Undirected,Diddy
Fat Joe,Undirected,French Montana
Drake,Undirected,Future
Drake,Undirected,Future
Drake,Undirected,Future
Drake,Undirected,Future
Drake,Undirected,Future
Drake,Undirected,Future
Drake,Undirected,Future
Drake,Undirected,Future
Drake,Undirected,Future
Drake,Undirected,Future
Drake,Undirected,Lil Wayne
Drake,Undirected,Travi$ Scott
Drake,Undirected,Jhene Aiko
Drake,Undirected,The Weeknd
Drake,Undirected,Rihanna
Drake,Undirected,Kendrick Lamar
Drake,Undirected,Nicki Minaj
Drake,Undirected,Rick Ross
Drake,Undirected,Lil Wayne
Drake,Undirected,Lil Wayne
Drake,Undirected,Lil Wayne
Jeremih,Undirected,J. Cole
Jeremih,Undirected,Ty Dolla $ign
Jeremih,Undirected,Migos
Jeremih,Undirected,Future
Jeremih,Undirected,Big Sean
Jeremih,Undirected,YG
Jeremih,Undirected,Juicy J
Jeremih,Undirected,Jhene Aiko
Jeremih,Undirected,50 Cent
DeJ Loaf,Undirected,Big Sean
DeJ Loaf,Undirected,Future
DeJ Loaf,Undirected,Big Sean
DeJ Loaf,Undirected,Lil Wayne
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,Kendrick Lamar
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,Diddy
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,Ab-Soul
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,Kanye West
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,Drake
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,The Game
DeJ Loaf,Undirected,Snoop Dogg
DeJ Loaf,Undirected,The Game
Kirko Bangz,Undirected,Fetty Wap
Kirko Bangz,Undirected,Yo Gotti
Kirko Bangz,Undirected,YG
Kirko Bangz,Undirected,YG
Kirko Bangz,Undirected,Yo Gotti
Kirko Bangz,Undirected,2 Chainz
Big Sean,Undirected,Drake
Big Sean,Undirected,Kanye West
Big Sean,Undirected,Chris Brown
Big Sean,Undirected,Ty Dolla $ign
Big Sean,Undirected,Jhene Aiko
Big Sean,Undirected,Lil Wayne
Big Sean,Undirected,Kanye West
Big Sean,Undirected,J. Cole
Big Sean,Undirected,Juicy J
Big Sean,Undirected,French Montana
Big Sean,Undirected,"Royce Da 5'9"""
Big Sean,Undirected,Kendrick Lamar
Big Sean,Undirected,Chris Brown
Big Sean,Undirected,Jhene Aiko
Big Sean,Undirected,Tyga
Big Sean,Undirected,Lil Wayne
Big Sean,Undirected,Jhene Aiko
Big Sean,Undirected,Kid Cudi
Big Sean,Undirected,Nicki Minaj
Big Sean,Undirected,Juicy J
Big Sean,Undirected,Jeezy
Big Sean,Undirected,Miguel
Big Sean,Undirected,Chris Brown
Big Sean,Undirected,Lupe Fiasco
Big Sean,Undirected,Kanye West
Big Sean,Undirected,Wiz Khalifa
Big Sean,Undirected,Nicki Minaj
Chance The Rapper,Undirected,Jeremih
Chance The Rapper,Undirected,Tinashe
Chance The Rapper,Undirected,Tinashe
Chance The Rapper,Undirected,Tory Lanez
Chance The Rapper,Undirected,Tinashe
Chance The Rapper,Undirected,YG
Chance The Rapper,Undirected,Big K.R.I.T.
Chance The Rapper,Undirected,Kendrick Lamar
Chance The Rapper,Undirected,Tinashe
Chance The Rapper,Undirected,Chris Brown
Chance The Rapper,Undirected,Ab-Soul
Chance The Rapper,Undirected,Mac Miller
Chance The Rapper,Undirected,Action Bronson
T-Pain,Undirected,Kid Ink
T-Pain,Undirected,Boosie Badazz
T-Pain,Undirected,Wiz Khalifa
T-Pain,Undirected,Lil Wayne
T-Pain,Undirected,Chris Brown
T-Pain,Undirected,Chris Brown
T-Pain,Undirected,Lil Wayne
T-Pain,Undirected,Wiz Khalifa
T-Pain,Undirected,Chris Brown
T-Pain,Undirected,Chris Brown
T-Pain,Undirected,Chris Brown
T-Pain,Undirected,Lil Wayne
T-Pain,Undirected,DJ Khaled
T-Pain,Undirected,Chris Brown
T-Pain,Undirected,Lil Wayne
T-Pain,Undirected,T.I.
T-Pain,Undirected,Kanye West
T-Pain,Undirected,Diddy
T-Pain,Undirected,DJ Khaled
